id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
Y_QKo0SpEt7ntviuhYdHbA,friends-restaurant-perth-2,Friends Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/BOUKxo2uU9irT8jJCovqHQ/o.jpg,False,https://www.yelp.com/biz/friends-restaurant-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,13,"[{'alias': 'modern_australian', 'title': 'Modern Australian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.6,[],$$$,+61892210885,+61 8 9221 0885,726.1915934718987,-31.953,115.85328,200 St Georges Tce,,,Perth,6000,AU,WA,"['200 St Georges Tce', 'Perth Western Australia 6000', 'Australia']"
K2OgddzzSoEVl6vf0GVIJQ,wildflower-perth-perth,Wildflower Perth,https://s3-media3.fl.yelpcdn.com/bphoto/b-0vDF1A1dn9eZc2PxnW3A/o.jpg,False,https://www.yelp.com/biz/wildflower-perth-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,24,"[{'alias': 'modern_australian', 'title': 'Modern Australian'}]",4.5,[],$$$$,+61861687855,+61 8 6168 7855,730.4862232069866,-31.955393,115.8608808,COMO Treasury,1 Cathedral Square,,Perth,6000,AU,WA,"['COMO Treasury', '1 Cathedral Square', 'Perth Western Australia 6000', 'Australia']"
kqpVvgSybG3K0JnY4Ygzfw,toastface-grillah-perth,Toastface Grillah,https://s3-media4.fl.yelpcdn.com/bphoto/wuApmw-FtZ0d8IZaiciMEQ/o.jpg,False,https://www.yelp.com/biz/toastface-grillah-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,118,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.3,[],$,+61409115909,+61 409 115 909,426.4719609935968,-31.9525478592928,115.860915908001,143 Barrack St,Grand Lane,,Perth,6000,AU,WA,"['143 Barrack St', 'Grand Lane', 'Perth Western Australia 6000', 'Australia']"
tbVCAuIihbQLMenaaNRa9A,hong-kong-bbq-northbridge-3,Hong Kong BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/1C6S3wO0bTttQriTbJunXw/o.jpg,False,https://www.yelp.com/biz/hong-kong-bbq-northbridge-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,23,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.4,[],$$,+61892283968,+61 8 9228 3968,227.61874651342774,-31.94706,115.85835,76 Francis St,,,Northbridge,6003,AU,WA,"['76 Francis St', 'Northbridge Western Australia 6003', 'Australia']"
OTwtOPV-CtVX8EM61rPaXg,kimchee-house-korean-restaurant-perth,Kimchee House Korean Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/JneHE-Cfv11oxpbQvc66XA/o.jpg,False,https://www.yelp.com/biz/kimchee-house-korean-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,4,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,[],$$,+61892277800,+61 8 9227 7800,180.4655605413788,-31.949019,115.857416,66 Roe St,Shop 5,,Perth,6003,AU,WA,"['66 Roe St', 'Shop 5', 'Perth Western Australia 6003', 'Australia']"
hrIbGX7aF4FjNO5r2tAjvg,ribs-and-burgers-william-street-perth,Ribs & Burgers William Street,https://s3-media2.fl.yelpcdn.com/bphoto/PUwfDtQ3RxC7D-bw1ing2w/o.jpg,False,https://www.yelp.com/biz/ribs-and-burgers-william-street-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,84,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.9,[],$$,+61893214888,+61 8 9321 4888,364.3648317716398,-31.9520954,115.8582161,Shop 24,140 William St,,Perth,6000,AU,WA,"['Shop 24', '140 William St', 'Perth Western Australia 6000', 'Australia']"
hSzTafAPz7uvYgdvszwySw,miss-maud-smorgasbord-restaurant-perth-3,Miss Maud Smorgasbord Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/rOEmT5LFbvdxqLdjmgcM1A/o.jpg,False,https://www.yelp.com/biz/miss-maud-smorgasbord-restaurant-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,17,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.1,[],$$,+61893253900,+61 8 9325 3900,640.2941666387748,-31.95429,115.86237,97 Murray St,,,Perth,6000,AU,WA,"['97 Murray St', 'Perth Western Australia 6000', 'Australia']"
WJLIfNHzKrNdKKPUPpc_JQ,authentic-bites-dumpling-house-perth,Authentic Bites Dumpling House,https://s3-media1.fl.yelpcdn.com/bphoto/v8qlMKB6vhMMvkfyhY7sOA/o.jpg,False,https://www.yelp.com/biz/authentic-bites-dumpling-house-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,34,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.3,[],$$,+61423310599,+61 423 310 599,330.21641207569957,-31.9469,115.86185,145 Newcastle St,,,Perth,6000,AU,WA,"['145 Newcastle St', 'Perth Western Australia 6000', 'Australia']"
5g6SrKkpQYCmCMBFjHhePA,canton-bay-perth,Canton Bay,https://s3-media3.fl.yelpcdn.com/bphoto/g-74fjRxSPU2u0f4kyjHfg/o.jpg,False,https://www.yelp.com/biz/canton-bay-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,1,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",5.0,[],,+61893241315,+61 8 9324 1315,357.5279808050052,-31.95169,115.85716,T23,300 Murray St,,Perth,6000,AU,WA,"['T23', '300 Murray St', 'Perth Western Australia 6000', 'Australia']"
FS2o8mjzj982XuGS8WuwoA,smokeys-cabin-northbridge,Smokey's Cabin,https://s3-media4.fl.yelpcdn.com/bphoto/VNPWI1JDIXgFKiLU74bgQg/o.jpg,False,https://www.yelp.com/biz/smokeys-cabin-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,8,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.1,[],$$,+61487600060,+61 487 600 060,346.08381646164975,-31.94623,115.85756,71-73 Lake St,,,Northbridge,6003,AU,WA,"['71-73 Lake St', 'Northbridge Western Australia 6003', 'Australia']"
O_iKgTHt0yENoDpuW-peKA,heno-and-rey-perth,Heno & Rey,https://s3-media4.fl.yelpcdn.com/bphoto/pgJtXzfRdTRIZ_DzC2t5KQ/o.jpg,False,https://www.yelp.com/biz/heno-and-rey-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,2,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.5,[],,+61894865700,+61 8 9486 5700,623.7065886998748,-31.95295,115.8548,815 Hay St,,,Perth,6000,AU,WA,"['815 Hay St', 'Perth Western Australia 6000', 'Australia']"
JjdyKSTS3Zt3CBEo_eyWPQ,is-donburi-northbridge,Is Donburi,https://s3-media2.fl.yelpcdn.com/bphoto/yuixbK8gHXJOHzOSaNJj9w/o.jpg,False,https://www.yelp.com/biz/is-donburi-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,39,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.3,[],$$,+61893282621,+61 8 9328 2621,51.77714299034494,-31.949348,115.859029,Shop 10,Shop 10,,Northbridge,6003,AU,WA,"['Shop 10', 'Shop 10', 'Northbridge Western Australia 6003', 'Australia']"
-jRUprsheBHiEvtUsVhLhw,furaibo-perth,Furaibo,https://s3-media2.fl.yelpcdn.com/bphoto/bg63II4hgV0H5wI-Z3GQww/o.jpg,False,https://www.yelp.com/biz/furaibo-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,4,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",5.0,[],,+61861022061,+61 8 6102 2061,412.00140423902474,-31.9521328311679,115.857077618828,300 Murray St,,Raine Square,Perth,6000,AU,WA,"['300 Murray St', 'Raine Square', 'Perth Western Australia 6000', 'Australia']"
RZtqWGpqRRm7DHFT1eNDOw,nandos-perth-2,Nando's,https://s3-media1.fl.yelpcdn.com/bphoto/OshLqh13_A3oMlzmCcUMmQ/o.jpg,False,https://www.yelp.com/biz/nandos-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,10,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.8,[],$,+61892265990,+61 8 9226 5990,356.7148764539044,-31.951918,115.857872,140 William St,,,Perth,6000,AU,WA,"['140 William St', 'Perth Western Australia 6000', 'Australia']"
ob8hD6Bw9e14XV9DhJ6PDw,the-hummus-club-perth,The Hummus Club,https://s3-media4.fl.yelpcdn.com/bphoto/Icd84O-Ze459JfBXoudjtQ/o.jpg,False,https://www.yelp.com/biz/the-hummus-club-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,17,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'arabian', 'title': 'Arabic'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.6,[],$,+61892278215,+61 8 9227 8215,143.0611078289561,-31.947831,115.8600605,258 William St,,,Perth,6003,AU,WA,"['258 William St', 'Perth Western Australia 6003', 'Australia']"
6PiAOe0ywcL7BSmQ7df9ow,the-gold-digger-lounge-northbridge,The Gold Digger Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/893DNdomsxvclzzTqC1PzQ/o.jpg,False,https://www.yelp.com/biz/the-gold-digger-lounge-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'australian', 'title': 'Australian'}]",5.0,[],$,,,65.12477896018088,-31.9495310584882,115.859189517796,174 William St,,,Northbridge,6003,AU,WA,"['174 William St', 'Northbridge Western Australia 6003', 'Australia']"
ACAakqS05MtBzM8h3mvgjw,bambamboo-perth,BamBamBoo,https://s3-media2.fl.yelpcdn.com/bphoto/KHSd3uo6iXKh7E2HBKDp9w/o.jpg,False,https://www.yelp.com/biz/bambamboo-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,51,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.9,[],$,+61863888900,+61 8 6388 8900,367.44048684243234,-31.9521056,115.8581447,Shop 25,140 William Street,,Perth,6000,AU,WA,"['Shop 25', '140 William Street', 'Perth Western Australia 6000', 'Australia']"
t8Qra42NMh9nlZYp9pgC9Q,fortune-five-chinese-restaurant-northbridge,Fortune Five Chinese Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/h3m8VA5-EJ8s9U4OWlFIQQ/o.jpg,False,https://www.yelp.com/biz/fortune-five-chinese-restaurant-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,16,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,[],$,+61892288381,+61 8 9228 8381,166.24861445287513,-31.948409,115.857688,108A James St,,,Northbridge,6003,AU,WA,"['108A James St', 'Northbridge Western Australia 6003', 'Australia']"
022ZndEVJpPlXkN7-pHHVg,szechwan-zen-restaurant-perth,Szechwan Zen Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/IaSZS5__Ko25CkLZ51ZDOQ/o.jpg,False,https://www.yelp.com/biz/szechwan-zen-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,7,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",4.6,[],$$,+61892288876,+61 8 9228 8876,512.790470509019,-31.9447486607852,115.861549556999,Shop 8&9,375 William St,,Perth,6000,AU,WA,"['Shop 8&9', '375 William St', 'Perth Western Australia 6000', 'Australia']"
jUB0wKxVFyco94k6Irn2Tw,guzman-y-gomez-northbridge,Guzman y Gomez,https://s3-media3.fl.yelpcdn.com/bphoto/av0JEnI1jPh_yv5lqf4OHA/o.jpg,False,https://www.yelp.com/biz/guzman-y-gomez-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,48,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.2,[],$,+61863654552,+61 8 6365 4552,90.77144243148716,-31.9487843616848,115.858387058284,87 James St,,,Northbridge,6003,AU,WA,"['87 James St', 'Northbridge Western Australia 6003', 'Australia']"
rGdrWBkLODSehh5yBG60lw,open-by-duotone-northbridge,Open by Duotone,https://s3-media2.fl.yelpcdn.com/bphoto/fvOCsF5ZIx0s__zRer8yfA/o.jpg,False,https://www.yelp.com/biz/open-by-duotone-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,[],,,,134.1925430352108,-31.94807,115.85904,Unit 6,45 Francis St,,Northbridge,6003,AU,WA,"['Unit 6', '45 Francis St', 'Northbridge Western Australia 6003', 'Australia']"
lHfmBM5rLmRNb0Xq7mO53Q,mama-tran-perth,Mama Tran,https://s3-media1.fl.yelpcdn.com/bphoto/AME2FBtFaSl29GkJViMDNg/o.jpg,False,https://www.yelp.com/biz/mama-tran-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,23,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.4,[],$,+61894816688,+61 8 9481 6688,744.1064501156062,-31.9512402110463,115.8519138128,Shop 6,36-40 Milligan St,,Perth,6000,AU,WA,"['Shop 6', '36-40 Milligan St', 'Perth Western Australia 6000', 'Australia']"
YEA0s8cam7naFiqoIUFSyA,hood-burger-northbridge,Hood Burger,https://s3-media3.fl.yelpcdn.com/bphoto/PtAZyb7PiwWUPnTW0qV6Xw/o.jpg,False,https://www.yelp.com/biz/hood-burger-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,7,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.3,[],$$,,,196.20839965679005,-31.9485432,115.8573058,123 James St,,,Northbridge,6003,AU,WA,"['123 James St', 'Northbridge Western Australia 6003', 'Australia']"
NACo9NrhU0vpzrzcjNDsLg,utopia-northbridge,Utopia,https://s3-media4.fl.yelpcdn.com/bphoto/qDAfMNEQCmBDtx4tRzCH0Q/o.jpg,False,https://www.yelp.com/biz/utopia-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,19,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.3,[],$,+61433003388,+61 433 003 388,171.05530410109904,-31.94862,115.85761,Shop 14,109 James St,,Northbridge,6003,AU,WA,"['Shop 14', '109 James St', 'Northbridge Western Australia 6003', 'Australia']"
QoAO2nRH9GVsY1DGppah9g,golden-treasure-restaurant-east-perth,Golden Treasure Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/-5_C0jbWfP5RCsPbwT0Bww/o.jpg,False,https://www.yelp.com/biz/golden-treasure-restaurant-east-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,2,"[{'alias': 'cantonese', 'title': 'Cantonese'}]",4.5,[],$,+61892215105,+61 8 9221 5105,1440.6534262774749,-31.9578495,115.8705597,272 Hay St,,,East Perth,6004,AU,WA,"['272 Hay St', 'East Perth Western Australia 6004', 'Australia']"
DlirMUN55QnbzHqyb7GRwA,bivouac-canteen-and-bar-northbridge-2,Bivouac Canteen & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/Z9qMfcrjdJiMvBYBPSogXQ/o.jpg,False,https://www.yelp.com/biz/bivouac-canteen-and-bar-northbridge-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,82,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.2,[],$$,+61892270883,+61 8 9227 0883,44.23256844753688,-31.949347,115.859234,198 William St,,,Northbridge,6003,AU,WA,"['198 William St', 'Northbridge Western Australia 6003', 'Australia']"
