id,business_name,categories,rating,review_count,price,image_url,url,phone,distance,latitude,longitude,location,postcode,address
12,Toastface Grillah,"['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']",4.3,118,$,https://s3-media4.fl.yelpcdn.com/bphoto/wuApmw-FtZ0d8IZaiciMEQ/o.jpg,https://www.yelp.com/biz/toastface-grillah-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 409 115 909,426.47,-31.9525478592928,115.860915908001,Perth,6000,"143 Barrack St, Grand Lane, Perth, 6000"
13,Hong Kong BBQ,['Chinese'],4.4,23,$$,https://s3-media3.fl.yelpcdn.com/bphoto/1C6S3wO0bTttQriTbJunXw/o.jpg,https://www.yelp.com/biz/hong-kong-bbq-northbridge-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 3968,227.62,-31.94706,115.85835,Northbridge,6003,"76 Francis St, Northbridge, 6003"
14,Kimchee House Korean Restaurant,['Korean'],4.5,4,$$,https://s3-media2.fl.yelpcdn.com/bphoto/JneHE-Cfv11oxpbQvc66XA/o.jpg,https://www.yelp.com/biz/kimchee-house-korean-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 7800,180.47,-31.949019,115.857416,Perth,6003,"66 Roe St, Shop 5, Perth, 6003"
15,Ribs & Burgers William Street,"['Burgers', 'Fast Food', 'Steakhouses']",3.9,84,$$,https://s3-media2.fl.yelpcdn.com/bphoto/PUwfDtQ3RxC7D-bw1ing2w/o.jpg,https://www.yelp.com/biz/ribs-and-burgers-william-street-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9321 4888,364.36,-31.9520954,115.8582161,Perth,6000,"Shop 24, 140 William St, Perth, 6000"
16,Miss Maud Smorgasbord Restaurant,"['Australian', 'Scandinavian', 'Buffets']",4.1,17,$$,https://s3-media3.fl.yelpcdn.com/bphoto/rOEmT5LFbvdxqLdjmgcM1A/o.jpg,https://www.yelp.com/biz/miss-maud-smorgasbord-restaurant-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9325 3900,640.29,-31.95429,115.86237,Perth,6000,"97 Murray St, Perth, 6000"
17,Authentic Bites Dumpling House,"['Shanghainese', 'Dim Sum']",4.3,34,$$,https://s3-media1.fl.yelpcdn.com/bphoto/v8qlMKB6vhMMvkfyhY7sOA/o.jpg,https://www.yelp.com/biz/authentic-bites-dumpling-house-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 423 310 599,330.22,-31.9469,115.86185,Perth,6000,"145 Newcastle St, Perth, 6000"
19,Smokey's Cabin,"['American', 'Burgers', 'Pizza']",4.1,8,$$,https://s3-media4.fl.yelpcdn.com/bphoto/VNPWI1JDIXgFKiLU74bgQg/o.jpg,https://www.yelp.com/biz/smokeys-cabin-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 487 600 060,346.08,-31.94623,115.85756,Northbridge,6003,"71-73 Lake St, Northbridge, 6003"
21,Is Donburi,['Japanese'],4.3,39,$$,https://s3-media2.fl.yelpcdn.com/bphoto/yuixbK8gHXJOHzOSaNJj9w/o.jpg,https://www.yelp.com/biz/is-donburi-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 2621,51.78,-31.949348,115.859029,Northbridge,6003,"Shop 10, Shop 10, Northbridge, 6003"
23,Nando's,"['Fast Food', 'Burgers']",4.8,10,$,https://s3-media1.fl.yelpcdn.com/bphoto/OshLqh13_A3oMlzmCcUMmQ/o.jpg,https://www.yelp.com/biz/nandos-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9226 5990,356.71,-31.951918,115.857872,Perth,6000,"140 William St, Perth, 6000"
24,The Hummus Club,"['Lebanese', 'Arabic', 'Gluten-Free']",4.6,17,$,https://s3-media4.fl.yelpcdn.com/bphoto/Icd84O-Ze459JfBXoudjtQ/o.jpg,https://www.yelp.com/biz/the-hummus-club-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 8215,143.06,-31.947831,115.8600605,Perth,6003,"258 William St, Perth, 6003"
26,BamBamBoo,['Chinese'],3.9,51,$,https://s3-media2.fl.yelpcdn.com/bphoto/KHSd3uo6iXKh7E2HBKDp9w/o.jpg,https://www.yelp.com/biz/bambamboo-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6388 8900,367.44,-31.9521056,115.8581447,Perth,6000,"Shop 25, 140 William Street, Perth, 6000"
27,Fortune Five Chinese Restaurant,['Chinese'],4.0,16,$,https://s3-media1.fl.yelpcdn.com/bphoto/h3m8VA5-EJ8s9U4OWlFIQQ/o.jpg,https://www.yelp.com/biz/fortune-five-chinese-restaurant-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 8381,166.25,-31.948409,115.857688,Northbridge,6003,"108A James St, Northbridge, 6003"
28,Szechwan Zen Restaurant,['Szechuan'],4.6,7,$$,https://s3-media4.fl.yelpcdn.com/bphoto/IaSZS5__Ko25CkLZ51ZDOQ/o.jpg,https://www.yelp.com/biz/szechwan-zen-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 8876,512.79,-31.9447486607852,115.861549556999,Perth,6000,"Shop 8&9, 375 William St, Perth, 6000"
29,Guzman y Gomez,"['Mexican', 'Fast Food']",4.2,48,$,https://s3-media3.fl.yelpcdn.com/bphoto/av0JEnI1jPh_yv5lqf4OHA/o.jpg,https://www.yelp.com/biz/guzman-y-gomez-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6365 4552,90.77,-31.9487843616848,115.858387058284,Northbridge,6003,"87 James St, Northbridge, 6003"
31,Mama Tran,['Vietnamese'],4.4,23,$,https://s3-media1.fl.yelpcdn.com/bphoto/AME2FBtFaSl29GkJViMDNg/o.jpg,https://www.yelp.com/biz/mama-tran-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 6688,744.11,-31.9512402110463,115.8519138128,Perth,6000,"Shop 6, 36-40 Milligan St, Perth, 6000"
33,Utopia,"['Bubble Tea', 'Vegetarian', 'Asian Fusion']",4.3,19,$,https://s3-media4.fl.yelpcdn.com/bphoto/qDAfMNEQCmBDtx4tRzCH0Q/o.jpg,https://www.yelp.com/biz/utopia-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 433 003 388,171.06,-31.94862,115.85761,Northbridge,6003,"Shop 14, 109 James St, Northbridge, 6003"
34,Golden Treasure Restaurant,['Cantonese'],4.5,2,$,https://s3-media3.fl.yelpcdn.com/bphoto/-5_C0jbWfP5RCsPbwT0Bww/o.jpg,https://www.yelp.com/biz/golden-treasure-restaurant-east-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 5105,1440.65,-31.9578495,115.8705597,East Perth,6004,"272 Hay St, East Perth, 6004"
35,Bivouac Canteen & Bar,['Restaurants'],4.2,82,$$,https://s3-media3.fl.yelpcdn.com/bphoto/Z9qMfcrjdJiMvBYBPSogXQ/o.jpg,https://www.yelp.com/biz/bivouac-canteen-and-bar-northbridge-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 0883,44.23,-31.949347,115.859234,Northbridge,6003,"198 William St, Northbridge, 6003"
36,Tokyo Station Sushi Bar,"['Sushi Bars', 'Japanese']",5.0,5,$,https://s3-media2.fl.yelpcdn.com/bphoto/yfBCZnTuNRz1UK6AD74s2w/o.jpg,https://www.yelp.com/biz/tokyo-station-sushi-bar-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 8100,582.33,-31.9533009984931,115.855879671872,Perth,6000,"Shop 8, 777 Hay St, Perth, 6000"
37,Varnish on King,"['Bars', 'Restaurants']",3.9,35,$$,https://s3-media1.fl.yelpcdn.com/bphoto/3_wiwob_QNGOT37H_E-oYw/o.jpg,https://www.yelp.com/biz/varnish-on-king-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9324 2237,422.15,-31.950976,115.855538,Perth,6000,"75 King St, Perth, 6000"
38,Ping Pang Pong,"['Tapas/Small Plates', 'Singaporean', 'Breakfast & Brunch']",3.8,5,$$,https://s3-media3.fl.yelpcdn.com/bphoto/XH2Ludq7q2khUCe5T9iqWA/o.jpg,https://www.yelp.com/biz/ping-pang-pong-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 0380,176.55,-31.94741,115.85982,Northbridge,6003,"269 William St, Northbridge, 6003"
39,Balthazar,['Restaurants'],4.5,19,$$$$,https://s3-media3.fl.yelpcdn.com/bphoto/muwUyDgRVG_q9_LZ47pVVg/o.jpg,https://www.yelp.com/biz/balthazar-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9421 1206,848.38,-31.956528,115.858213,Perth,6000,"6 The Esplanade, Perth, 6000"
40,La Veen Coffee,"['Coffee & Tea', 'Breakfast & Brunch']",4.1,62,$$,https://s3-media3.fl.yelpcdn.com/bphoto/lJclfnVLSyCK5MAfUfujKA/o.jpg,https://www.yelp.com/biz/la-veen-coffee-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9321 1188,385.01,-31.950652,115.855769,Perth,6000,"90 King St, Perth, 6000"
41,La Cholita,"['Bars', 'Mexican']",3.8,66,$$,https://s3-media3.fl.yelpcdn.com/bphoto/uXURr3J68C9KYSBeEJ9kbg/o.jpg,https://www.yelp.com/biz/la-cholita-northbridge-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 9238,214.06,-31.947255,115.860387,Northbridge,6003,"279 William St, Northbridge, 6003"
43,Jamie's Italian,['Italian'],3.3,145,$$,https://s3-media1.fl.yelpcdn.com/bphoto/DLAAMgT3VTUINnGyklUF2Q/o.jpg,https://www.yelp.com/biz/jamies-italian-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9363 8600,356.1,-31.951926,115.857912,Perth,6000,"140 William St, Perth, 6000"
44,Lucky Chan's Laundry + Noodle Bar,['Noodles'],3.4,71,$$,https://s3-media2.fl.yelpcdn.com/bphoto/pOIQVnek-EgL4Xow_0OS1A/o.jpg,https://www.yelp.com/biz/lucky-chans-laundry-noodle-bar-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 8921,302.64,-31.9465371316082,115.860795147794,Northbridge,6003,"311 William St, Northbridge, 6003"
46,The Globe Perth,"['Australian', 'Coffee & Tea', 'Bars']",4.1,18,$$,https://s3-media2.fl.yelpcdn.com/bphoto/-rZQ-VYUsJUz_-OOtfgqCA/o.jpg,https://www.yelp.com/biz/the-globe-perth-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6311 9190,304.61,-31.9516096002147,115.858520367736,Perth,6000,"495-497 Wellington St, Perth, 6000"
47,Old Lane Street Eats,"['Malaysian', 'Gluten-Free', 'Indonesian']",4.2,13,$$,https://s3-media1.fl.yelpcdn.com/bphoto/WcdKBfaz7ymLVIYNiV1stw/o.jpg,https://www.yelp.com/biz/old-lane-street-eats-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 9992,223.11,-31.948615575821,115.856997147202,Northbridge,6003,"Unit 17, 68 Roe St, Northbridge, 6003"
48,Shimizu Cafe-Restaurant,['Japanese'],4.8,6,$,https://s3-media2.fl.yelpcdn.com/bphoto/P7jaakMp6Ab8XcnGWnpUmw/o.jpg,https://www.yelp.com/biz/shimizu-cafe-restaurant-northbridge-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6114 5470,374.48,-31.94594560301908,115.86110394448043,Northbridge,6003,"3/323 William St, Northbridge, 6003"
50,Edosei,['Japanese'],4.2,19,$$$,https://s3-media3.fl.yelpcdn.com/bphoto/rCOGqWmQRsNiq1PwRlOidg/o.jpg,https://www.yelp.com/biz/edosei-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 0324,623.44,-31.95457,115.86076,Perth,6000,"64 Barrack St, Perth, 6000"
51,Le Vietnam,"['Vietnamese', 'Cafes']",4.5,43,$,https://s3-media1.fl.yelpcdn.com/bphoto/WayNh11W8CeT9YtkQ-dQdg/o.jpg,https://www.yelp.com/biz/le-vietnam-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6114 8038,597.72,-31.9542410738082,115.860491193231,Perth,6000,"Unit 1, 80 Barrack St, Perth, 6000"
53,Jaws Restaurant,"['Sushi Bars', 'Japanese']",4.3,16,$$,https://s3-media1.fl.yelpcdn.com/bphoto/NH09KiUuvFQ9loDImb7JeQ/o.jpg,https://www.yelp.com/biz/jaws-restaurant-perth-4?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 1445,520.73,-31.95331,115.85748,Perth,6000,"726 Hay St Mall, Shop 1, Perth, 6000"
55,Govindas,"['Vegetarian', 'Indian']",4.0,12,$,https://s3-media3.fl.yelpcdn.com/bphoto/SRd-aZO_iB4LVmmgVrkKLA/o.jpg,https://www.yelp.com/biz/govindas-northbridge-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 1684,59.29,-31.94949,115.85935,Northbridge,6003,"194 William St, Northbridge, 6003"
57,Northbridge Chinese Restaurant,['Chinese'],3.7,27,$$,https://s3-media1.fl.yelpcdn.com/bphoto/2IdR1feq3Oj6F39_JRS3og/o.jpg,https://www.yelp.com/biz/northbridge-chinese-restaurant-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 9288,149.1,-31.949572,115.857923,Northbridge,6003,"26 Roe St, Northbridge, 6003"
58,Roll'd Vietnamese Food,"['Vietnamese', 'Noodles']",4.3,8,$,https://s3-media4.fl.yelpcdn.com/bphoto/FSpFf5xfVvEytwgt0rJHMA/o.jpg,https://www.yelp.com/biz/rolld-vietnamese-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 2907,326.62,-31.9517528397648,115.858265188129,Perth,6000,"140 William St, Perth, 6000"
59,New Moon,['Chinese'],4.0,40,$$,https://s3-media2.fl.yelpcdn.com/bphoto/ifoMl1xEkROexZqb_KuxCA/o.jpg,https://www.yelp.com/biz/new-moon-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 8720,23.59,-31.949006,115.859084,Northbridge,6003,"63 James St, Northbridge, 6003"
60,Old Faithful Bar & BBQ,"['Bars', 'American']",3.8,44,$$,https://s3-media2.fl.yelpcdn.com/bphoto/wPPdfxwFkdBoij5zA5XNIQ/o.jpg,https://www.yelp.com/biz/old-faithful-bar-and-bbq-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 406 082 697,387.21,-31.950717,115.855786,Perth,6000,"86 King St, Perth, 6000"
62,Marubang,"['Korean', 'Noodles']",5.0,1,$$,https://s3-media4.fl.yelpcdn.com/bphoto/gyHa6XP6RAOm_oxdOLZW3g/o.jpg,https://www.yelp.com/biz/marubang-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 410 101 156,271.07,-31.9467763327596,115.860611088574,Northbridge,6003,"297 William St, Northbridge, 6003"
63,Francoforte Spaghetti Bar,['Italian'],4.1,37,$$,https://s3-media2.fl.yelpcdn.com/bphoto/0HAT0Thy8C2CtlYRpjUh3g/o.jpg,https://www.yelp.com/biz/francoforte-spaghetti-bar-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 9289,81.31,-31.9494823126978,115.858727575142,Northbridge,6003,"Shop 4, 189 William St, Northbridge, 6003"
65,Taka's Kitchen,"['Japanese', 'Sushi Bars']",4.1,39,$,https://s3-media1.fl.yelpcdn.com/bphoto/siDGkPl_4O0otxtzxLZxWA/o.jpg,https://www.yelp.com/biz/takas-kitchen-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 4771,441.21,-31.952531,115.861359,Perth,6000,"150 - 152 Barrack St., Perth, 6000"
67,Shadow Wine Bar,"['Restaurants', 'Wine Bars']",4.0,22,$$,https://s3-media3.fl.yelpcdn.com/bphoto/0f6MGh1kwC7BEevhgcdmlw/o.jpg,https://www.yelp.com/biz/shadow-wine-bar-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6430 4010,26.77,-31.948808,115.85955,Northbridge,6000,"214 William St, Northbridge, 6000"
69,East Village,['American'],3.8,53,$$,https://s3-media3.fl.yelpcdn.com/bphoto/c6LLNvDtPRnHisxV9VmKMw/o.jpg,https://www.yelp.com/biz/east-village-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9322 8105,370.95,-31.952118,115.85807,Perth,6000,"140 William St, Perth, 6000"
70,Total BS & Co.,"['Cafes', 'Venues & Event Spaces', 'Lounges']",5.0,2,$$,https://s3-media2.fl.yelpcdn.com/bphoto/fWrrr2sJErVJQgG7BL6Fkg/o.jpg,https://www.yelp.com/biz/total-bs-and-co-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9322 2457,775.91,-31.9539599022082,115.853594114196,Perth,6000,"185 St Georges Terrace, Perth, 6000"
